"","subject","activity","Mean.of.the.body.acceleration.magnitude.Time.Domain.","Mean.of.the.gravity.acceleration.magnitude.Time.Domain.","Mean.of.the.body.acceleration.magnitude.when.it.jerks.Time.Domain.","Mean.of.the.body.angular.speed.magnitude.Time.Domain.","Mean.of.the.body.angular.speed.magnitude.when.it.jerks.Time.Domain.","Mean.of.the.body.acceleration.magnitude..Frequency.Domain.","Mean.of.the.body.acceleration.magnitude.when.it.jerks.Frequency.Domain.","Mean.of.the.body.angular.speed.magnitude.Frequency.Domain.","Mean.of.the.body.angular.speed.magnitude.when.it.jerks.Frequency.Domain.","Standard.deviation.of.the.body.acceleration.magnitude.Time.Domain.","Standard.deviation.of.the.gravity.acceleration.magnitude.Time.Domain.","Standard.deviation.of.the.body.acceleration.magnitude.when.it.jerks.Time.Domain.","Standard.deviation.of.the.body.angular.speed.magnitude.Time.Domain.","Standard.deviation.of.the.body.angular.speed.magnitude.when.it.jerks.Time.Domain.","Standard.deviation.of.the.body.acceleration.magnitude.Frequency.Domain.","Standard.deviation.of.the.body.acceleration.magnitude.when.it.jerks.Frequency.Domain.","Standard.deviation.of.the.body.angular.speed.magnitude.Time.Domain..1","Standard.deviation.of.the.body.angular.speed.magnitude.when.it.jerks.Time.Domain..1"
"1","1","LAYING",0.5848976723,0.75773578404,-0.842018280168,-0.9835018098,-0.948096523348,0.002393975758,-0.0093252039692,-0.24888179828,0.4458177198,0.5848976723,0.75773578404,-0.842018280168,-0.9835018098,-0.948096523348,-0.0323307491374,0.14656522416,0.17603638864,-0.104318251058
"2","1","SITTING",0.682775776170213,0.822189592553191,-0.945740773404255,-0.997501779361702,-0.989863580425532,-0.0227195913574468,-0.201194422908511,0.831509933404255,0.332043702765957,0.682775776170213,0.822189592553191,-0.945740773404255,-0.997501779361702,-0.989863580425532,0.0410396568,-0.00412059408510638,0.1686773395,-0.129112633042553
"3","1","STANDING",0.684994965849057,0.837719699245283,-0.984382640377358,-0.999946745660377,-0.999302946415094,-0.10391130370566,-0.00543277440754717,0.942952000377358,0.0134905823226415,0.684994965849057,0.837719699245283,-0.984382640377358,-0.999946745660377,-0.999302946415094,0.113641825830189,0.0807014957641509,0.185333378811321,-0.1383467407
"4","1","WALKING",-0.0212204448494737,0.437405228105263,-0.125750238755789,-0.73948375368421,-0.758210962947368,-0.275173843664105,-0.191228477152632,0.935223201473684,-0.068102864,-0.0212204448494737,0.437405228105263,-0.125750238755789,-0.73948375368421,-0.758210962947368,-0.149185121450526,0.0799407763368421,-0.167359936813684,0.174964719959684
"5","1","WALKING_DOWNSTAIRS",-0.0437259707591837,0.304574350938775,0.00799898705102041,-0.463124815306122,-0.81285224755102,-0.291398957528571,-0.225544974216327,0.931874418979592,-0.0621199585938775,-0.0437259707591837,0.304574350938775,0.00799898705102041,-0.463124815306122,-0.81285224755102,-0.310025981922449,0.276300963816327,-0.121436208734694,0.155332861145102
"6","1","WALKING_UPSTAIRS",0.143961002516981,0.441553928867925,-0.0968125932377358,-0.788475894528302,-0.804660188867925,0.0137816554962264,-0.17700807654717,0.89335109754717,-0.075402939754717,0.143961002516981,0.441553928867925,-0.0968125932377358,-0.788475894528302,-0.804660188867925,-0.23977634310566,0.134340677858491,-0.327397149962264,0.226589616607547
"7","2","LAYING",0.683942196458333,0.838955082083333,-0.977681890625,-0.998712742291667,-0.999637563333333,-0.124408564166667,-0.199788468904167,-0.509754238125,0.646834879583333,0.683942196458333,0.838955082083333,-0.977681890625,-0.998712742291667,-0.999637563333333,-0.0110161439029167,0.075290978403125,0.298941607291667,-0.171373589208333
"8","2","SITTING",0.674028159782609,0.826309457391304,-0.966980349782609,-0.999241644565217,-0.996521418913043,-0.0397869970869565,-0.268153719565217,0.940477273043478,0.19872676876087,0.674028159782609,0.826309457391304,-0.966980349782609,-0.999241644565217,-0.996521418913043,0.0820047986478261,0.114170112521739,0.176580528906522,-0.12420554726087
"9","2","STANDING",0.673386829814815,0.828659836666667,-0.965375535555556,-0.999705046666667,-0.998935624814815,-0.138534155481481,0.0665274675074074,0.896928566851852,0.129747161222222,0.673386829814815,0.828659836666667,-0.965375535555556,-0.999705046666667,-0.998935624814815,0.0368231465462963,0.0376910751222222,0.0669120089112963,-0.0573481512425926
"10","2","WALKING",0.051569523229661,0.527792218813559,-0.289223664576271,-0.830698671186441,-0.83328023440678,-0.112078514561017,-0.0251069135101695,0.91301733338983,0.0847270871186441,0.051569523229661,0.527792218813559,-0.289223664576271,-0.830698671186441,-0.83328023440678,-0.210438884196949,0.105832245038983,-0.170066954830508,0.28822188661017
"11","2","WALKING_DOWNSTAIRS",-0.15310112323617,0.165005244710638,0.106830196085106,-0.442842739148936,-0.686727264468085,-0.0689040194744681,-0.247933472419149,0.861831345531915,-0.0438890162723404,-0.15310112323617,0.165005244710638,0.106830196085106,-0.442842739148936,-0.686727264468085,-0.177685386063489,0.249360961795745,-0.111592149367021,0.123361148080851
"12","2","WALKING_UPSTAIRS",0.001831594125,0.166133309816667,-0.0909271902708333,-0.752619539583333,-0.758782737708333,0.0650068551875,-0.411630790895833,0.790717418541667,-0.195888238891667,0.001831594125,0.166133309816667,-0.0909271902708333,-0.752619539583333,-0.758782737708333,-0.273792543833333,0.300599486708333,-0.153766258147917,0.150632529364583
"13","3","LAYING",0.670005695,0.827783473709677,-0.971428698064516,-0.999593702741935,-0.999000353870968,-0.124848886590323,-0.198585718272581,-0.241758478064516,0.48870318516129,0.670005695,0.827783473709677,-0.971428698064516,-0.999593702741935,-0.999000353870968,-0.0878935330806452,0.148823112885484,0.168213938564516,-0.0545893710048387
"14","3","SITTING",0.649726825384615,0.796661225,-0.894535262884615,-0.996692127115385,-0.979275195769231,-0.138138020688462,-0.195826108173077,0.901098984615385,0.139020582461538,0.649726825384615,0.796661225,-0.894535262884615,-0.996692127115385,-0.979275195769231,0.0343247986057692,0.0399420134903846,0.0146036657807692,-0.00303842576730769
"15","3","STANDING",0.644027902131148,0.81253224,-0.927612971147541,-0.998529394590164,-0.99509755,-0.0948512612098361,-0.191808084983607,0.93503077852459,0.024763106752459,0.644027902131148,0.81253224,-0.927612971147541,-0.998529394590164,-0.99509755,-0.0577641980409836,0.148838836581967,-0.0707324539916393,-0.00619286413770492
"16","3","WALKING",0.0224598193775862,0.370395080172414,-0.245384124482759,-0.790377061896552,-0.830352159827586,-0.283072039448276,-0.3000793945,0.936506743275862,-0.138107866258621,0.0224598193775862,0.370395080172414,-0.245384124482759,-0.790377061896552,-0.830352159827586,-0.0214395103275862,-0.0269880285965517,-0.135311724415517,0.178072640022414
"17","3","WALKING_DOWNSTAIRS",0.0835113987346939,0.415643967959184,-0.0731385344387755,-0.541236671632653,-0.811507385918367,-0.132558752502041,-0.163662556032653,0.939057787755102,-0.102352758040816,0.0835113987346939,0.415643967959184,-0.0731385344387755,-0.541236671632653,-0.811507385918367,-0.14436724614551,0.211645312097959,-0.165453346653061,0.206349488714286
"18","3","WALKING_UPSTAIRS",0.0365125157364407,0.524622058305085,-0.181326532774576,-0.757836303220339,-0.795467227118644,-0.0694602739954237,-0.296964761728814,0.883533436101695,-0.162943955254237,0.0365125157364407,0.524622058305085,-0.181326532774576,-0.757836303220339,-0.795467227118644,-0.258840026801695,0.267598504237288,-0.354524142084746,0.329016225991525
"19","4","LAYING",0.666114172962963,0.826098314074074,-0.954208001481481,-0.99179176962963,-0.996750788148148,-0.10978454942037,-0.424052053055556,-0.420664662222222,0.341531310555556,0.666114172962963,0.826098314074074,-0.954208001481481,-0.99179176962963,-0.996750788148148,-0.0674723227,0.0104105361851852,0.256938767568519,-0.064656571037037
"20","4","SITTING",0.6554755856,0.8186069384,-0.9386398266,-0.9992357806,-0.9887058172,-0.097183903804,-0.39574529516,0.8693030064,0.11012048108,0.6554755856,0.8186069384,-0.9386398266,-0.9992357806,-0.9887058172,0.036818621426,0.000903663342000001,0.029143967634,0.03344180036
"21","4","STANDING",0.641330126607143,0.807574318214286,-0.910601304107143,-0.998738702678571,-0.985918303928571,-0.219252399105357,-0.343441267446429,0.95619779125,0.166893825946429,0.641330126607143,0.807574318214286,-0.910601304107143,-0.998738702678571,-0.985918303928571,0.0360060011017857,0.00288299852928572,-0.0439163035767857,0.04180310955
"22","4","WALKING",0.189391668683333,0.642790533333333,-0.328803392833333,-0.841171533333333,-0.8328646385,0.05694856782,0.118243599566667,0.963999696833333,0.127764112666667,0.189391668683333,0.642790533333333,-0.328803392833333,-0.841171533333333,-0.8328646385,-0.186494542266667,0.09200847394,-0.246262982218333,0.249393319278833
"23","4","WALKING_DOWNSTAIRS",0.118285946155556,0.567293640888889,-0.111314269064444,-0.4733658018,-0.875944227111111,0.0381447363688889,0.3924340022,0.947731858666667,0.148714808888889,0.118285946155556,0.567293640888889,-0.111314269064444,-0.4733658018,-0.875944227111111,-0.464283008111111,0.546409588755556,-0.0533811587155556,0.203494079311111
"24","4","WALKING_UPSTAIRS",0.0745232387725,0.588500282307692,-0.179603958538462,-0.679177930576923,-0.826166131923077,0.103789892075,0.169509983115385,0.946264314423077,0.0841675382884615,0.0745232387725,0.588500282307692,-0.179603958538462,-0.679177930576923,-0.826166131923077,-0.251457354457692,0.252739685230769,-0.218490967957692,0.216868305365385
"25","5","LAYING",0.676765281730769,0.83164248,-0.967111432692308,-0.997090912692308,-0.999365638653846,-0.144607961615385,0.0664950957307692,-0.483470597692308,0.263644691923077,0.676765281730769,0.83164248,-0.967111432692308,-0.997090912692308,-0.999365638653846,-0.0584412779153846,0.153620745192308,0.347014961319231,-0.0622155968788462
"26","5","SITTING",0.661301152727273,0.808244526363636,-0.941041933409091,-0.999439007727273,-0.990728467272727,-0.173516934,-0.345819531181818,0.880731443863636,0.143006857611364,0.661301152727273,0.808244526363636,-0.941041933409091,-0.999439007727273,-0.990728467272727,0.0740401259409091,-0.0122316488977273,0.00832686840909091,0.0494010670909091
"27","5","STANDING",0.643829860892857,0.774749985535714,-0.908642919821429,-0.998299725535714,-0.987725375892857,-0.222791620080357,-0.456685373689286,0.960188699107143,0.138638436607143,0.643829860892857,0.774749985535714,-0.908642919821429,-0.998299725535714,-0.987725375892857,0.0640920334125,-0.0231847056160714,0.00759412930357143,-0.0235251082523214
"28","5","WALKING",0.0633526584285714,0.5405972175,-0.175104002607143,-0.739167282678571,-0.773397337142857,-0.294159251339286,-0.091306385975,0.972624959821429,0.00247623628392857,0.0633526584285714,0.5405972175,-0.175104002607143,-0.739167282678571,-0.773397337142857,-0.211060648671429,0.136457804244643,-0.292247916785714,0.247150477107143
"29","5","WALKING_DOWNSTAIRS",-0.0340034165893617,0.348868341914894,0.145925248157447,-0.178396773208511,-0.761162818297872,-0.252560667574468,0.0104504886106383,0.956649352553192,0.0216777910246191,-0.0340034165893617,0.348868341914894,0.145925248157447,-0.178396773208511,-0.761162818297872,-0.066809124,0.189233729638298,-0.132327886531915,0.119929540148936
"30","5","WALKING_UPSTAIRS",-0.0147994226212766,0.431426511276596,0.0256559304978723,-0.538524112765957,-0.721851596382979,-0.154475362619149,-0.00113416819,0.936821834893617,-0.0232035364248936,-0.0147994226212766,0.431426511276596,0.0256559304978723,-0.538524112765957,-0.721851596382979,-0.105375740848936,0.0731834026621277,-0.293387839978723,0.191669860991489
"31","6","LAYING",0.659767627017544,0.788505305438597,-0.917550687687719,-0.979558635614035,-0.992347937368421,-0.199817740242105,-0.262282681940351,-0.47670987877193,0.175867709021053,0.659767627017544,0.788505305438597,-0.917550687687719,-0.979558635614035,-0.992347937368421,-0.00985367507017544,-0.0250912256561404,0.217325973333333,-0.0542500151
"32","6","SITTING",0.655879405272727,0.793533518909091,-0.950293103090909,-0.999544140545454,-0.996150241818182,-0.132965934530909,-0.245166592236364,0.933692934909091,0.0695219657167273,0.655879405272727,0.793533518909091,-0.950293103090909,-0.999544140545454,-0.996150241818182,0.0468934525150909,0.0712969003587273,0.00381064230763636,0.0481808309763636
"33","6","STANDING",0.653953063508772,0.80143040122807,-0.945969045964912,-0.999412241403509,-0.997248772280702,-0.254546267964912,-0.172404703877193,0.945139003859649,0.0139193473596491,0.653953063508772,0.80143040122807,-0.945969045964912,-0.999412241403509,-0.997248772280702,0.115658305061404,0.0180005709701754,-0.0778732523052632,0.0237779111333333
"34","6","WALKING",-0.00267426764912281,0.502277692105263,-0.187037280157895,-0.74849398368421,-0.735242110175439,-0.142271702615789,-0.326302523157895,0.958067455087719,0.0331888826842105,-0.00267426764912281,0.502277692105263,-0.187037280157895,-0.74849398368421,-0.735242110175439,-0.140100444245614,0.113012875887719,-0.279175259263158,0.245289229
"35","6","WALKING_DOWNSTAIRS",-0.276804845645833,0.323444321025,0.272606144666667,-0.03749328435,-0.637543701875,-0.0936468458104167,-0.248693688304167,0.928531455208333,-0.00307981704708333,-0.276804845645833,0.323444321025,0.272606144666667,-0.03749328435,-0.637543701875,-0.135003255458333,0.253869888575,-0.1655986836875,0.113245973145833
"36","6","WALKING_UPSTAIRS",-0.111621121635294,0.411795619098039,-0.00476602969607843,-0.545813101764706,-0.723024891764706,-0.225548087668627,-0.221942319176471,0.913632241568627,-0.0184608964392157,-0.111621121635294,0.411795619098039,-0.00476602969607843,-0.545813101764706,-0.723024891764706,-0.0771423954901961,0.0988930129294118,-0.265832274384314,0.158435350829412
"37","7","LAYING",0.656384720769231,0.826605571153846,-0.935422841538462,-0.988989625192308,-0.994176370769231,-0.166258807869231,-0.513112846307692,-0.502814250576923,0.907537823461538,0.656384720769231,0.826605571153846,-0.935422841538462,-0.988989625192308,-0.994176370769231,-0.00420251098461539,0.0797888000961538,0.0714491157576923,-0.0862928646153846
"38","7","SITTING",0.655000882083333,0.778976113729167,-0.919770461666667,-0.996984059166667,-0.992955454166667,-0.1002345971375,-0.353811252354167,0.969147824375,0.0649636250354167,0.655000882083333,0.778976113729167,-0.919770461666667,-0.996984059166667,-0.992955454166667,-0.00774695218125,0.0862697509679167,0.0856782545,-0.0719046690229167
"39","7","STANDING",0.660726355660377,0.807734824716981,-0.942242368113207,-0.999423069811321,-0.99660903490566,-0.157290304064151,-0.0477272836226415,0.958728687924528,-0.0516573721320755,0.660726355660377,0.807734824716981,-0.942242368113207,-0.999423069811321,-0.99660903490566,-0.0534325189371698,0.302625800603774,-0.0570633104773585,0.00660506044716981
"40","7","WALKING",0.0478144313157895,-3.32640982456149e-05,-0.0656789865794737,-0.767322305789474,-0.826470822982456,-0.119213852733333,-0.194985284831579,0.932566472280702,-0.160846924029807,0.0478144313157895,-3.32640982456149e-05,-0.0656789865794737,-0.767322305789474,-0.826470822982456,-0.10918656454386,0.107585845110526,0.010826462287193,0.0252271753438597
"41","7","WALKING_DOWNSTAIRS",0.102738019067872,0.0373061574510638,0.0144566402914894,-0.415271593191489,-0.846720690212766,0.153707633276596,-0.644684261702128,0.930623632765957,-0.154935538544681,0.102738019067872,0.0373061574510638,0.0144566402914894,-0.415271593191489,-0.846720690212766,-0.069462917187234,0.145863641553191,-0.215666492595745,0.201075512744681
"42","7","WALKING_UPSTAIRS",0.270099990980392,0.243413793764706,-0.197360748070588,-0.745101933921569,-0.908170591176471,0.0229221622686275,-0.26949377045098,0.81874656,-0.403599709607843,0.270099990980392,0.243413793764706,-0.197360748070588,-0.745101933921569,-0.908170591176471,-0.0936458508254902,0.270867329901961,-0.302782844588235,0.25184649972549
"43","8","LAYING",0.660596667037037,0.818371494814815,-0.932157940925926,-0.990396515740741,-0.994245625740741,-0.0505814293425926,-0.362212125790741,-0.405930036111111,0.719831539259259,0.660596667037037,0.818371494814815,-0.932157940925926,-0.990396515740741,-0.994245625740741,-0.0251158268666667,0.0993081460555556,0.160634060474074,-0.135827487907407
"44","8","SITTING",0.677662485434783,0.827526888913043,-0.950751162608696,-0.998547484565217,-0.988768364130435,-0.118634201391304,-0.30707900281087,0.832453878043478,0.263895185521739,0.677662485434783,0.827526888913043,-0.950751162608696,-0.998547484565217,-0.988768364130435,0.083524227426087,0.0386415950043478,0.185193407430435,-0.147711686695652
"45","8","STANDING",0.67100199462963,0.815178526259259,-0.955452190740741,-0.999524439444444,-0.996309967222222,-0.227006304000926,0.0514003347037037,0.957669921111111,-0.0979392024814815,0.67100199462963,0.815178526259259,-0.955452190740741,-0.999524439444444,-0.996309967222222,0.0564502201388889,0.120490500074074,0.113560933296296,-0.092835470272037
"46","8","WALKING",-0.24669352425,0.306305331958333,0.0476653817395833,-0.6529567975,-0.628765166458333,-0.147275121791667,-0.194711654295833,0.913586347916667,-0.186267836962021,-0.24669352425,0.306305331958333,0.0476653817395833,-0.6529567975,-0.628765166458333,-0.158985435610417,0.229913475539583,-0.163852089866667,0.0894461039391667
"47","8","WALKING_DOWNSTAIRS",-0.258982906805263,-0.0679813946052632,0.189369043668421,-0.469955246315789,-0.645007873684211,-0.0380775738,-0.305593056121053,0.914023498421053,-0.141817934963684,-0.258982906805263,-0.0679813946052632,0.189369043668421,-0.469955246315789,-0.645007873684211,-0.285487031947368,0.235544627902632,-0.145747886725263,0.185792336092105
"48","8","WALKING_UPSTAIRS",-0.164466618170732,0.247622493097561,0.121559152312195,-0.651422823658537,-0.643675416341463,0.153393367195122,-0.185983872390244,0.860368718780488,-0.192306960631707,-0.164466618170732,0.247622493097561,0.121559152312195,-0.651422823658537,-0.643675416341463,-0.15690467957561,0.141281077790244,-0.202117759268293,0.169690507707317
"49","9","LAYING",0.6503681078,0.8071825094,-0.9296915638,-0.9912436312,-0.9969854562,-0.014595478614,-0.393128866154,-0.5802528348,0.9578730416,0.6503681078,0.8071825094,-0.9296915638,-0.9912436312,-0.9969854562,0.019860393882,0.06432811704,-0.02896265162,-0.071810197496
"50","9","SITTING",0.6321701446,0.7890782684,-0.88840476922,-0.9941343696,-0.9878044726,-0.056849358144,-0.32332389714,0.9163245106,0.085263099144,0.6321701446,0.7890782684,-0.88840476922,-0.9941343696,-0.9878044726,-0.025275444639,0.154806067022,-0.0411929099608,-0.04537336696
"51","9","STANDING",0.659900576222222,0.813150482,-0.945609971111111,-0.999159232,-0.997056425555556,-0.218391888237778,-0.193221483124444,0.961323502222222,0.00914769235555555,0.659900576222222,0.813150482,-0.945609971111111,-0.999159232,-0.997056425555556,0.0842017323177778,0.118562131851111,0.0940872818466667,-0.121038671815556
"52","9","WALKING",0.312681380961538,0.237594908423077,-0.097928392475,-0.7044445825,-0.874143460384615,0.00513823717692308,-0.0484480115403846,0.951867079615385,-0.115856121080385,0.312681380961538,0.237594908423077,-0.097928392475,-0.7044445825,-0.874143460384615,0.0794751068846154,-0.0348637042961538,-0.125364007644231,0.102007227365385
"53","9","WALKING_DOWNSTAIRS",0.245789670547619,0.028194970452381,0.112979739057143,-0.257661884785714,-0.870479396904762,0.099636607282619,-0.683131650714286,0.938417773333333,-0.082276174942619,0.245789670547619,0.028194970452381,0.112979739057143,-0.257661884785714,-0.870479396904762,-0.0238766843809524,0.177063460233333,-0.0384247676428571,0.108178726859524
"54","9","WALKING_UPSTAIRS",0.314171851020408,0.406603059102041,-0.253594157755102,-0.788678575918367,-0.900901655306122,0.0255515920265306,-0.0157479345734694,0.902647777755102,-0.266009866857143,0.314171851020408,0.406603059102041,-0.253594157755102,-0.788678575918367,-0.900901655306122,0.0880209024326531,0.0257681925673469,-0.293163189612245,0.137165527357143
"55","10","LAYING",0.664528589310345,0.815019588793103,-0.956061028793103,-0.996530072931034,-0.992708561206897,-0.119934528360345,-0.130919068544828,-0.453069737586207,-0.031121624137931,0.664528589310345,0.815019588793103,-0.956061028793103,-0.996530072931034,-0.992708561206897,0.146688152625862,-0.0840215634603448,0.238567041026724,-0.115937691537931
"56","10","SITTING",0.665760314074074,0.832938708333333,-0.960902395740741,-0.999084275740741,-0.989866418703704,-0.0119381965444444,-0.166637015509259,0.791887198148148,0.20253457287037,0.665760314074074,0.832938708333333,-0.960902395740741,-0.999084275740741,-0.989866418703704,0.113326097403704,0.0503992037962963,0.133180324918519,-0.133497250381481
"57","10","STANDING",0.65087373,0.814098061363636,-0.953053126136364,-0.999308628636364,-0.997165463409091,-0.130514072427045,-0.100090473340909,0.954008785454545,0.0346980210431818,0.65087373,0.814098061363636,-0.953053126136364,-0.999308628636364,-0.997165463409091,0.165562632,0.0570677224272727,0.00844508464195455,-0.0626740147740909
"58","10","WALKING",0.0737292091132075,0.538177417924528,-0.149051197301887,-0.65549503245283,-0.810005310754717,-0.235667818698113,-0.0544503301292453,0.963092149811321,0.0549276242264151,0.0737292091132075,0.538177417924528,-0.149051197301887,-0.65549503245283,-0.810005310754717,-0.110775014192453,0.164467255660377,-0.00820438260188679,0.137883163613208
